NEA_GrantNumber,NEA_FiscalYear,NEA_Office,NEA_Grantee,NEA_GranteeWebsite,NEA_GranteeAddressLine1,NEA_GranteeAddressLine2,NEA_GranteeCity,NEA_GranteeState,NEA_GranteeZipcode,NEA_GranteeLatitude,NEA_GranteeLongitude
10-3300-7027,2010,Dance,Visions In Rhythm (aka: Tapestry Dance Company),www.tapestry.org,2302 Western Trails Blvd.,,Austin,TX,78745-1635,30.230461,-97.794056
10-3600-7012,2010,Opera,"Florentine Opera Company, Inc. (aka: Florentine Opera)",www.florentineopera.org,930 E. Burleigh Street,Lower Level,Milwaukee,WI,53212-2212,43.07474,-87.899683
10-3100-7028,2010,Music,Washington Performing Arts Society (aka: WPAS),www.wpas.org,"2000 L Street, NW",Suite 510,Washington,DC,20036-4918,38.903689,-77.044948
10-3200-7028,2010,Theater,"InterAct, Inc. (aka: InterAct Theatre Company)",,2030 Sansom Street,,Philadelphia,PA,19103-4527,39.95136,-75.174308
10-2800-7005,2010,Musical Theater,Arden Theatre Company,www.ardentheatre.org,40 N. 2nd Street,,Philadelphia,PA,19106-4504,39.951033,-75.143496
10-5400-7012,2010,Presenting,ARCH Development Corporation (aka: ARCH),www.archdevelopment.org,1227 Good Hope Road SE,,Washington,DC,20020-6907,38.867305,-76.988151
10-2800-7006,2010,Musical Theater,Red Mountain Theatre Company,www.redmountaintheatre.org,3028 7th Avenue South,,Birmingham,AL,35233-3503,33.512734,-86.785529
10-4200-7001,2010,Design,Community Design Collaborative of AIA Philadelphia (aka: Community Design Collaborative),www.cdesignc.org,"1216 Arch Street, First Floor",,Philadelphia,PA,19107-2835,39.953983,-75.159826
10-3200-7029,2010,Theater,"Deaf West Theatre Company, Inc. (aka: Deaf West Theatre or DWT)",www.deafwest.org,5112 Lankershim Boulevard,,North Hollywood,CA,91601-3717,34.163338,-118.373672
10-5400-7013,2010,Presenting,Yerba Buena Arts & Events (aka: YBG Festival (Yerba Buena Gardens Festival)),www.YBGF.org,760 Howard Street,,San Francisco,CA,94103-3119,37.783989,-122.40181
10-3200-7030,2010,Theater,"Fiji Theater Company, Inc. (aka: Ping Chong + Company)",www.pingchong.org,47 Great Jones Street,6th Floor,New York,NY,10012-1118,40.726967,-73.993026
10-5400-7014,2010,Presenting,New Jersey Performing Arts Center Corporation (aka: NJPAC),njpac.org,1 Center Street,,Newark,NJ,07102-4501,40.739639,-74.1678
10-3300-7028,2010,Dance,Dancers' Group,,44 Gough Street,Suite 201,San Francisco,CA,94103-5423,37.772563,-122.421274
10-4100-7004,2010,Visual Arts,Pilchuck Glass School (aka: Pilchuck),www.pilchuck.com,430 Yale Avenue North,,Seattle,WA,98109-5431,47.622376,-122.33042
10-3300-7029,2010,Dance,"Ballet Theatre Foundation, Inc. (aka: American Ballet Theatre (ABT))",www.abt.org,890 Broadway,,New York,NY,10003-1278,40.738542,-73.989895
10-3100-7029,2010,Music,Musical Arts Association (aka: The Cleveland Orchestra),www.clevelandorchestra.com,11001 Euclid Avenue,,Cleveland,OH,44106-1796,41.506081,-81.609004
10-3100-7030,2010,Music,Future of Music Coalition (aka: FMC),www.futureofmusic.org,1615 L St NW,Suite 520,Washington,DC,20036-5608,38.903725,-77.03684
10-5400-7015,2010,Presenting,"GALA Inc., Grupo de Artistas Latinoamericanos (aka: GALA Hispanic Theatre)",www.galatheatre.org,P.O. Box 43209,,Washington,DC,20010-9209,38.933171,-77.032748
10-3100-7031,2010,Music,American Composers Forum,www.composersforum.org,332 Minnesota Street,Suite E145,Saint Paul,MN,55101-1300,44.946119,-93.091341
10-3200-7031,2010,Theater,"Young Jean Lee's Theater Company, Inc. (aka: Young Jean Lee's Theater Company (YJLTC))",www.youngjeanlee.org,138 South Oxford Street,Suite 1D,Brooklyn,NY,11217-1694,40.685084,-73.973188
10-3300-7030,2010,Dance,"College Community Services, Inc. (aka: Brooklyn Center for the Performing Arts (BCBC)",www.brooklyncenteronline.org,2900 Bedford Avenue,Ste. 100PAC,Brooklyn,NY,11210-0163,40.631963,-73.952716
10-5500-7011,2010,Folk & Traditional Arts,Northwest Native American Basketweavers Association (aka: NNABA),www.nnaba.org,P.O. Box 7185,,Covington,WA,98042-0041,47.360108,-122.113897
10-3200-7032,2010,Theater,Alley Theatre,www.alleytheatre.org,615 Texas Avenue,,Houston,TX,77002-2710,29.761955,-95.365825
10-3100-7032,2010,Music,Los Angeles Master Chorale Association (aka: Los Angeles Master Chorale),,135 North Grand Avenue,,Los Angeles,CA,90012-3013,34.056318,-118.248252
10-3300-7031,2010,Dance,"Pascal Rioult Dance Theatre, Inc. (aka: RIOULT, RIOULT Dance New York)",www.prdance.org,"246 West 38th Street, Floor 4",,New York City,NY,10018-5805,40.754074,-73.990141
10-5200-7072,2010,Literature,College of Charleston,,Research & Grants Admin.,66 George Street,Charleston,SC,29424-1408,32.784325,-79.937167
10-5400-7016,2010,Presenting,College of Saint Benedict,www.csbsju.edu/finearts,37 South College Avenue,,St. Joseph,MN,56374-2001,45.563994,-94.317551
10-3200-7033,2010,Theater,Yale University,www.yalerep.org,"47 College St., Ste 203",Grants & Contracts Admin.,New Haven,CT,06510-3209,41.303182,-72.931706
10-4100-7005,2010,Visual Arts,Tufts University,,Research Administration,20 Professors Row,Medford,MA,02155-5807,42.405612,-71.11896
10-2800-7007,2010,Musical Theater,Cities at Peace Inc. (aka: The Possibility Project),www.cpnational.org,104 W. 27th Street,12th Floor,New York,NY,10001-6272,40.745561,-73.991356
10-3200-7034,2010,Theater,"Theatre of the Emerging American Moment, Inc. (aka: The TEAM)",www.theteamplays.org,138 South Oxford Street,Suite 1C,Brooklyn,NY,11217-1694,40.685084,-73.973188
10-3200-7035,2010,Theater,"Gas & Electric Arts, Inc. (aka: Gas & Electric Arts)",,6703 Cresheim Road,,Philadelphia,PA,19119-2638,40.051743,-75.186618
10-3600-7013,2010,Opera,Hawaii Opera Theatre (aka: HOT),,848 S. Beretania Street,Suite 301,Honolulu,HI,96813-2587,21.304138,-157.850228
10-5200-7073,2010,Literature,Colorado State University,coloradoreview.colostate.edu,Office of Sponsored Programs,"601 S. Howes St., RM 408",Fort Collins,CO,80523-2002,40.574754,-105.08028
10-3100-7033,2010,Music,"Conductors Guild, Inc. (aka: Conductors Guild)",www.conductorsguild.org,719 Twinridge Lane,,Richmond,VA,23235-5270,37.500715,-77.549215
10-3600-7014,2010,Opera,Portland Opera Repertory Theatre (aka: PORTopera),www.portopera.org,P.O. Box 7733,,Portland,ME,04112-7733,43.658776,-70.257222
10-3300-7032,2010,Dance,"National Performance Network, Inc.",www.npnweb.org,PO Box 56698,,New Orleans,LA,70156-6698,29.948673,-90.076221
10-4100-7006,2010,Visual Arts,"International Sculpture Center, Inc. (aka: Sculpture Magazine)",www.sculpture.org,"19 Fairgrounds Rd, Suite B",,Hamilton,NJ,08619-3447,40.238733,-74.717681
10-3200-7036,2010,Theater,Trinity Repertory Company,www.trinityrep.com,201 Washington Street,,Providence,RI,02903-3226,41.822077,-71.416095
10-3300-7033,2010,Dance,Joe Goode Performance Group,,"499 Alabama St., #150",,San Francisco,CA,94110-1392,37.763057,-122.412154
10-4100-7007,2010,Visual Arts,"Sculpture Space, Inc. (aka: Sculpture Space)",www.sculpturespace.org,12 Gates Street,,Utica,NY,13502-3414,43.106094,-75.243501
10-4100-7008,2010,Visual Arts,"Penland School of Crafts, Inc. (aka: Penland School of Crafts)",www.penland.org,67 Doras Trail,,Penland,NC,28765-0037,35.929014,-82.115713
10-3600-7015,2010,Opera,"Sarasota Opera Association, Inc. (aka: Sarasota Opera)",www.sarasotaopera.org,61 North Pineapple Avenue,,Sarasota,FL,34236-5706,27.336823,-82.543192
10-3200-7037,2010,Theater,"Cleveland Public Theatre, Inc. (aka: CPT)",www.cptonline.org,6415 Detroit Avenue,,Cleveland,OH,44102-3011,41.48415,-81.729835
10-3200-7038,2010,Theater,Kitchen Dog Theater Company (aka: Kitchen Dog),www.kitchendogtheater.org,3120 McKinney Avenue,,Dallas,TX,75204-7494,32.80246,-96.800563
10-4400-7005,2010,Museum,"Japan Society, Inc.",,333 East 47th Street,,New York,NY,10017-2313,40.752663,-73.969084
10-3600-7016,2010,Opera,Opera Theatre of Saint Louis,,210 Hazel Avenue,,St. Louis,MO,63119-3236,38.587405,-90.343736
10-5500-7013,2010,Folk & Traditional Arts,"Cultural Resources, Inc.",,PO Box 1175,,Rockport,ME,04856-1175,44.174099,-69.099039
10-3300-7034,2010,Dance,Complexions-A Concept In Dance (aka: Complexions Contemporary Ballet),www.complexionsdance.org,37 West 39th Street,Suite 401,New York,NY,10018-3886,40.752097,-73.983397
10-6200-7002,2010,Local Arts Agencies,Greater Philadelphia Cultural Alliance,www.philaculture.org,"1315 Walnut Street,Suite 732",,Philadelphia,PA,19107-4733,39.949133,-75.16259
10-5400-7017,2010,Presenting,"Anchorage Concert Association, Inc. (aka: ACA)",,430 W 7th Ave #200,,Anchorage,AK,99501-3550,61.215581,-149.890105
10-3400-7011,2010,Media Arts,"National Film Preserve, Ltd. (aka: Telluride Film Festival)",www.telluridefilmfestival.org,800 Jones Street,,Berkeley,CA,94710-1827,37.875035,-122.301059
10-3300-7035,2010,Dance,"World Music, Inc. (aka: World Music/CRASHarts)",www.worldmusic.org,720 Massachusetts Avenue,,Cambridge,MA,02139-3335,42.365934,-71.104644
10-5400-7018,2010,Presenting,Contemporary Arts Center (aka: CAC),cacno.org,900 Camp Street,,New Orleans,LA,70130-3908,29.944042,-90.070916
10-3100-7034,2010,Music,"Roulette Intermedium, Inc. (aka: Roulette)",roulette.org,30 Third Avenue,#208,Brooklyn,NY,11217-1897,40.685852,-73.980362
10-3100-7035,2010,Music,Louisiana Philharmonic Orchestra,www.lpomusic.com,"1010 Common Street, Suite 2120",,New Orleans,LA,70112-2465,29.953868,-90.07338
10-3300-7036,2010,Dance,"American Dance Festival, Inc. (aka: ADF)",www.americandancefestival.org,715 Broad Street,,Durham,NC,27705-4833,36.008699,-78.919683
10-5500-7014,2010,Folk & Traditional Arts,National Council for the Traditional Arts (aka: NCTA),www.ncta.net,"1320 Fenwick Lane, Suite 200",,Silver Spring,MD,20910-3569,38.998031,-77.030901
10-3100-7036,2010,Music,Vocal Arts Society (aka: Vocal Arts DC),www.vocalArtsSociety.org,1050 17th St. NW,Suite 1000,Washington,DC,20036-5513,38.903168,-77.038493
10-5400-7019,2010,Presenting,"La Pena Cultural Center, Inc.",,3705 Shattuck Avenue,,Berkeley,CA,94705-1822,37.857789,-122.249455
10-3100-7037,2010,Music,Bravo! Colorado at Vail-Beaver Creek (aka: Bravo! Vail),www.vailmusicfestival.org,2271 North Frontage Road West,Suite C,Vail,CO,81657-3920,39.628837,-106.420462
10-3400-7012,2010,Media Arts,"Washington DC International Film Festival, Inc. (aka: Filmfest DC)",www.filmfestdc.org,P.O. Box 21396,,Washington,DC,20009-0896,38.918632,-77.03648
10-3100-7038,2010,Music,Music of Remembrance,musicofremembrance.org,P.O. Box 27500,,Seattle,WA,98165-2500,47.721088,-122.296123
10-3100-7039,2010,Music,"New York Pops, Inc. (aka: The New York Pops)",www.newyorkpops.org,333 West 52nd Street,Suite 600,New York,NY,10019-6238,40.763989,-73.986206
10-3200-7039,2010,Theater,Theater Breaking Through Barriers Corp. (aka: TBTB),www.tbtb.org,306 W. 18 St.,Apt. 3A,New York,NY,10011-4430,40.742334,-74.000935
10-5500-7015,2010,Folk & Traditional Arts,Salt Lake Arts Council Foundation (aka: Salt Lake City Arts Council),www.slcgov.com/arts,54 Finch Lane,,Salt Lake City,UT,84102-1809,40.767908,-111.852841
10-3200-7040,2010,Theater,"Wilma Theater, Inc. (aka: The Wilma Theater)",wilmatheater.org,265 South Broad Street,,Philadelphia,PA,19107-5659,39.947742,-75.164605
10-5500-7016,2010,Folk & Traditional Arts,Institute for Cultural Partnerships,www.culturalpartnerships.org,P. O. Box 1425,,Harrisburg,PA,17105-1425,40.263886,-76.876691
10-4400-7006,2010,Museum,"Mattress Factory, Ltd. (aka: Mattress Factory)",,500 Sampsonia Way,,Pittsburgh,PA,15212-4444,40.456828,-80.01238
10-4200-7004,2010,Design,Confluences (aka: Confluence Project),www.confluenceproject.org,1701 Broadway #144,,Vancouver,WA,98663-3436,45.634215,-122.670415
10-3600-7017,2010,Opera,Cedar Rapids Opera Theatre,www.cr-opera.org,1120 Second Avenue SE,,Cedar Rapids,IA,52403-2406,41.983725,-91.657553
10-5200-7074,2010,Literature,Big River Association (aka: River Styx),www.riverstyx.org,3547 Olive Street,Suite 107,St. Louis,MO,63103-1024,38.637634,-90.230967
10-3100-7040,2010,Music,"Meet The Composer, Inc.",www.meetthecomposer.org,"90 John Street, Suite 312",,New York,NY,10038-3202,40.708194,-74.006486
10-5400-7020,2010,Presenting,"VSA arts of New Mexico, Inc. (aka: VSA North Fourth Art Center)",www.vsartsnm.org,4904 4th NW,,Albuquerque,NM,87107-3906,35.131767,-106.642559
10-3100-7041,2010,Music,"Alabama Symphonic Association, Inc. (aka: Alabama Symphony Orchestra)",www.alabamasymphony.org,3621 Sixth Avenue South,,Birmingham,AL,35222-2407,33.517922,-86.778564
10-5400-7021,2010,Presenting,"Hudson Opera House, Inc.",www.hudsonoperahouse.org,327 Warren Street,,Hudson,NY,12534-2413,42.252314,-73.79031
10-3100-7042,2010,Music,"Alabama Symphonic Association, Inc. (aka: Alabama Symphony Orchestra)",www.alabamasymphony.org,3621 Sixth Avenue South,,Birmingham,AL,35222-2407,33.517922,-86.778564
10-3300-7037,2010,Dance,"Jacob's Pillow Dance Festival, Inc. (aka: The Pillow)",jacobspillow.org,358 George Carter Road,,Becket,MA,01223-4001,42.263988,-73.117928
10-3100-7043,2010,Music,"Buffalo Philharmonic Orchestra Society, Inc. (aka: Buffalo Philharmonic Orchestra (BPO))",,499 Franklin Street,Suite 4,Buffalo,NY,14202-1121,42.89981,-78.872125
10-3200-7041,2010,Theater,Gilloury Institute (aka: Silk Road Rising),www.srtp.org,680 S Federal St,Suite 301,Chicago,IL,60605-3807,41.873668,-87.629654
10-4100-7009,2010,Visual Arts,Archie Bray Foundation (aka: Archie Bray Foundation (the Bray)),www.archiebray.org,2915 Country Club Avenue,,Helena,MT,59602-9240,46.615898,-112.08073
10-3100-7044,2010,Music,"Early Music Foundation, Inc. (aka: EARLY MUSIC NEW YORK)",www.earlymusicny.org,10 West 68th Street,,New York,NY,10023-6053,40.773841,-73.97831
10-3200-7042,2010,Theater,Cutting Ball Theater,www.cuttingball.com,141 Taylor Street,,San Francisco,CA,94114-2802,37.783613,-122.410872
10-3300-7038,2010,Dance,Kankouran West African Dance Company,www.kankouran.org,"118 U Street, NW",,Washington,DC,20001-1606,38.916985,-77.012775
10-3200-7043,2010,Theater,"Center Stage Associates, Inc. (aka: CENTERSTAGE)",www.centerstage.org,700 North Calvert Street,,Baltimore,MD,21202-3602,39.29773,-76.612929
10-5400-7022,2010,Presenting,Roanoke Island Historical Association (aka: The Lost Colony),www.thelostcolony.org,1409 National Park Dr.,,Manteo,NC,27954-9369,35.935366,-75.708766
10-5200-7075,2010,Literature,Kenyon Review,www.kenyonreview.org,Finn House,102 W. Wiggin St.,Gambier,OH,43022-5000,40.340098,-82.348648
10-3400-7013,2010,Media Arts,Southern California Asian American Studies Central (aka: Visual Communications),www.vconline.org,120 Judge John Aiso St.,,Los Angeles,CA,90012-3859,34.050897,-118.24041
10-3200-7044,2010,Theater,McCarter Theater (aka: McCarter Theatre Center),,91 University Place,,Princeton,NJ,08540-5121,40.3452,-74.660534
10-3100-7045,2010,Music,Minnesota Orchestral Association (aka: Minnesota Orchestra),www.minnesotaorchestra.org,1111 Nicollet Mall,,Minneapolis,MN,55403-2477,44.972819,-93.275671
10-3200-7045,2010,Theater,"Play Production Company, Inc. (aka: The Play Company)",,321 West 44th Street,Suite 802,New York,NY,10036-5452,40.758861,-73.989585
10-3200-7046,2010,Theater,"Collaboraction Theatre Company, Inc. (aka: Collaboraction)",www.collaboraction.org,1579 N Milwaukee Ave,Suite 332,Chicago,IL,60622-2737,41.910045,-87.676905
10-3600-7018,2010,Opera,Dallas Opera,www.dallasopera.org,"2403 Flora St., Suite 500",,Dallas,TX,75201-2415,32.790752,-96.796635
10-5500-7017,2010,Folk & Traditional Arts,Philadelphia Folklore Project,www.folkloreproject.org,735 S. 50th Street,,Philadelphia,PA,19143-3328,39.946914,-75.222092
10-4400-7007,2010,Museum,SITE Santa Fe (aka: SITE),www.sitesantafe.org,1606 Paseo de Peralta,,Santa Fe,NM,87501-3724,35.681714,-105.948848
10-3100-7046,2010,Music,"Sphinx Organization, Inc. (aka: Sphinx Organization)",,400 Renaissance Center,Suite 2550,Detroit,MI,48243-1679,42.329951,-83.040388
10-3600-7019,2010,Opera,"Florida Grand Opera, Inc.",,8390 NW 25 ST,,Miami,FL,33122-1504,25.796874,-80.332259
10-3100-7047,2010,Music,Kronos Performing Arts Association (aka: KRONOS QUARTET),,1242 Ninth Avenue,,San Francisco,CA,94122-2307,37.765058,-122.466364
10-3300-7039,2010,Dance,Spectrum Dance Theater (aka: Spectrum),www.spectrumdance.org,800 Lake Washington Blvd,,Seattle,WA,98122-5209,47.608631,-122.283187
10-3400-7015,2010,Media Arts,"Film Independent, Inc. (aka: FIND)",,9911 W. Pico Blvd.,11th floor,Los Angeles,CA,90035-2799,34.053277,-118.404251
10-3200-7047,2010,Theater,Jump-Start Performance Company,www.jump-start.org,108 Blue Star,,San Antonio,TX,78204-1773,29.409614,-98.495837
10-3400-7016,2010,Media Arts,SIFF (aka: Seattle International Film Festival),www.siff.net,305 Harrison St,,Seattle,WA,98109-4623,47.622089,-122.348514
10-3600-7020,2010,Opera,Princeton Festival A NJ Non-Profit Corporation (aka: The Princeton Festival),www.princetonfestival.org,P.O. Box 2063,,Princeton,NJ,08543-2063,40.311995,-74.655347
10-4200-7005,2010,Design,Archeworks,,440 N. Wells,Suite 750,Chicago,IL,60654-4548,41.890211,-87.634059
10-3400-7017,2010,Media Arts,San Francisco Jewish Film Festival,www.sfjff.org,145 Ninth Street,,San Francisco,CA,94103-2637,37.775598,-122.413906
10-3100-7048,2010,Music,"Eastern Music Festival, Inc. (aka: EMF)",,200 North Davie Street,Suite 303,Greensboro,NC,27401-2865,36.073499,-79.788931
10-3600-7021,2010,Opera,"Madison Opera, Inc.",www.madisonopera.org,3414 Monroe Street,,Madison,WI,53711-1702,43.0533,-89.434723
10-5400-7023,2010,Presenting,"ReStart, Inc.",www.restartinc.org,918 E. 9th Street,,Kansas City,MO,64106-3009,39.103172,-94.571973
10-3300-7040,2010,Dance,"Alabama Dance Council, Inc. (aka: Alabama Dance Council)",www.alabamadancecouncil.org,P.O. Box 2126,,Birmingham,AL,35201-2126,33.519202,-86.801617
10-7200-7011,2010,Artists Communities,Montalvo Association (aka: Montalvo Arts Center),www.montalvoarts.org,P.O. Box 158,,Saratoga,CA,95071-0154,37.266823,-122.014721
10-3100-7049,2010,Music,Santa Fe Chamber Music Festival Ltd.,www.sfcmf.org,PO Box 2227,,Santa Fe,NM,87504-2227,35.69052,-105.937928
10-4400-7009,2010,Museum,"Fabric Workshop and Museum, Inc. (aka: FWM)",www.fabricworkshopandmuseum.org,1214 Arch Street,,Philadelphia,PA,19107-2800,39.95398,-75.159801
10-5200-7076,2010,Literature,"Archipelago Books, Inc.",archipelagobooks.org,232 Third St. #A111,,Brooklyn,NY,11215-2708,40.674953,-73.987786
10-3400-7018,2010,Media Arts,California Film Institute (aka: CFI),,1001 Lootens Place,Suite 220,San Rafael,CA,94901-3112,37.973046,-122.526035
10-3200-7049,2010,Theater,Third Rail Repertory Theatre,www.thirdrailrep.org,PO Box 96063,,Portland,OR,97296-6002,45.53475,-122.699808
10-3300-7041,2010,Dance,New Orleans Ballet Association (aka: NOBA),www.nobadance.com,935 Gravier Street,Suite 800,New Orleans,LA,70112-1659,29.952594,-90.072839
10-3300-7042,2010,Dance,"DOVA, Inc. (aka: Doug Varone and Dancers)",dougvaroneanddancers.org,"260 West Broadway, Suite 4",,New York,NY,10013-2260,40.720462,-74.005358
10-7200-7012,2010,Artists Communities,"Anderson Center for Interdisciplinary Studies, Inc. (aka: The Anderson Center)",www.andersoncenter.org,163 Tower View Drive,,Red Wing,MN,55066-1108,44.56948,-92.637569
